1; 0.001868; 1000; 3
2; 0.003362; 1000; 3
3; 0.001747; 1000; 3
4; 0.003290; 1000; 3
5; 0.004833; 1000; 3
6; 0.003306; 1000; 3
7; 0.007271; 1000; 3
8; 0.006368; 1000; 3
9; 0.005477; 1000; 3
10; 0.006399; 1000; 3
11; 0.009094; 1000; 3
12; 0.006983; 1000; 3
13; 0.007940; 1000; 3
14; 0.009438; 1000; 3
15; 0.008155; 1000; 3
16; 0.009455; 1000; 3
17; 0.011583; 1000; 3
18; 0.009410; 1000; 3
19; 0.010896; 1000; 3
20; 0.013953; 1000; 3
21; 0.011054; 1000; 3
22; 0.017295; 1000; 3
23; 0.013993; 1000; 3
24; 0.013706; 1000; 3
25; 0.014328; 1000; 3
26; 0.015385; 1000; 3
27; 0.014164; 1000; 3
28; 0.022924; 1000; 3
29; 0.017333; 1000; 3
30; 0.016611; 1000; 3
31; 0.016866; 1000; 3
32; 0.019081; 1000; 3
33; 0.017592; 1000; 3
34; 0.022665; 1000; 3
35; 0.019963; 1000; 3
36; 0.023934; 1000; 3
37; 0.020053; 1000; 3
38; 0.022248; 1000; 3
39; 0.021878; 1000; 3
40; 0.021587; 1000; 3
41; 0.036255; 1000; 3
42; 0.025140; 1000; 3
43; 0.031849; 1000; 3
44; 0.024736; 1000; 3
45; 0.026020; 1000; 3
46; 0.025548; 1000; 3
47; 0.027178; 1000; 3
48; 0.028816; 1000; 3
49; 0.028035; 1000; 3
50; 0.038346; 1000; 3
51; 0.027042; 1000; 3
52; 0.028917; 1000; 3
53; 0.035648; 1000; 3
54; 0.032202; 1000; 3
55; 0.029739; 1000; 3
56; 0.030703; 1000; 3
57; 0.030777; 1000; 3
58; 0.037757; 1000; 3
59; 0.034990; 1000; 3
60; 0.031887; 1000; 3
61; 0.039721; 1000; 3
62; 0.035932; 1000; 3
63; 0.033284; 1000; 3
64; 0.037958; 1000; 3
65; 0.035776; 1000; 3
66; 0.037928; 1000; 3
67; 0.040179; 1000; 3
68; 0.037056; 1000; 3
69; 0.037353; 1000; 3
70; 0.042722; 1000; 3
71; 0.044261; 1000; 3
72; 0.040543; 1000; 3
73; 0.043755; 1000; 3
74; 0.041238; 1000; 3
75; 0.041926; 1000; 3
76; 0.044059; 1000; 3
77; 0.043171; 1000; 3
78; 0.042734; 1000; 3
79; 0.042559; 1000; 3
80; 0.049996; 1000; 3
81; 0.044226; 1000; 3
82; 0.047064; 1000; 3
83; 0.058572; 1000; 3
84; 0.054775; 1000; 3
85; 0.047092; 1000; 3
86; 0.048127; 1000; 3
87; 0.050166; 1000; 3
88; 0.055375; 1000; 3
89; 0.049688; 1000; 3
90; 0.063335; 1000; 3
91; 0.054893; 1000; 3
92; 0.052230; 1000; 3
93; 0.056443; 1000; 3
94; 0.050177; 1000; 3
95; 0.054377; 1000; 3
96; 0.064375; 1000; 3
97; 0.054512; 1000; 3
98; 0.052225; 1000; 3
99; 0.052511; 1000; 3
100; 0.058258; 1000; 3
101; 0.061672; 1000; 3
102; 0.055964; 1000; 3
103; 0.055445; 1000; 3
104; 0.057748; 1000; 3
105; 0.073256; 1000; 3
106; 0.058853; 1000; 3
107; 0.059825; 1000; 3
108; 0.073331; 1000; 3
109; 0.065862; 1000; 3
110; 0.059616; 1000; 3
111; 0.065756; 1000; 3
112; 0.059309; 1000; 3
113; 0.069353; 1000; 3
114; 0.064771; 1000; 3
115; 0.063622; 1000; 3
116; 0.076823; 1000; 3
117; 0.068585; 1000; 3
118; 0.061698; 1000; 3
119; 0.064054; 1000; 3
120; 0.066153; 1000; 3
121; 0.067522; 1000; 3
122; 0.074966; 1000; 3
123; 0.071131; 1000; 3
124; 0.078405; 1000; 3
125; 0.066941; 1000; 3
126; 0.071132; 1000; 3
127; 0.065921; 1000; 3
128; 0.080889; 1000; 3
129; 0.073710; 1000; 3
130; 0.069101; 1000; 3
131; 0.073906; 1000; 3
132; 0.071326; 1000; 3
133; 0.073286; 1000; 3
134; 0.078815; 1000; 3
135; 0.081546; 1000; 3
136; 0.072364; 1000; 3
137; 0.085995; 1000; 3
138; 0.080879; 1000; 3
139; 0.101535; 1000; 3
140; 0.076368; 1000; 3
141; 0.074953; 1000; 3
142; 0.076645; 1000; 3
