1; 0.000021; 100
2; 0.000042; 100
3; 0.000065; 100
4; 0.000084; 100
5; 0.000104; 100
6; 0.000125; 100
7; 0.000145; 100
8; 0.000168; 100
9; 0.000189; 100
10; 0.000213; 100
11; 0.000263; 100
12; 0.000305; 100
13; 0.000275; 100
14; 0.000305; 100
15; 0.000323; 100
16; 0.000337; 100
17; 0.000355; 100
18; 0.000376; 100
19; 0.000423; 100
20; 0.000433; 100
21; 0.000511; 100
22; 0.000462; 100
23; 0.000480; 100
24; 0.000532; 100
25; 0.000659; 100
26; 0.000543; 100
27; 0.000673; 100
28; 0.000582; 100
29; 0.000616; 100
30; 0.000649; 100
31; 0.000710; 100
32; 0.000717; 100
33; 0.000694; 100
34; 0.000716; 100
35; 0.001031; 100
36; 0.000812; 100
37; 0.000947; 100
38; 0.000816; 100
39; 0.000823; 100
40; 0.000841; 100
41; 0.000977; 100
42; 0.001147; 100
43; 0.000979; 100
44; 0.000947; 100
45; 0.001330; 100
46; 0.000985; 100
47; 0.001051; 100
48; 0.001008; 100
49; 0.001062; 100
50; 0.001080; 100
51; 0.001746; 100
52; 0.001105; 100
53; 0.001135; 100
54; 0.001136; 100
55; 0.001184; 100
56; 0.001176; 100
57; 0.001210; 100
58; 0.001208; 100
59; 0.001231; 100
60; 0.001263; 100
61; 0.001280; 100
62; 0.001416; 100
63; 0.001513; 100
64; 0.001462; 100
65; 0.001363; 100
66; 0.001462; 100
67; 0.001437; 100
68; 0.001473; 100
69; 0.001479; 100
70; 0.001481; 100
71; 0.001516; 100
72; 0.001515; 100
73; 0.001553; 100
74; 0.001670; 100
75; 0.001585; 100
76; 0.001657; 100
77; 0.001854; 100
78; 0.001973; 100
79; 0.001663; 100
80; 0.001751; 100
81; 0.001754; 100
82; 0.001822; 100
83; 0.002116; 100
84; 0.001993; 100
85; 0.001931; 100
86; 0.001839; 100
87; 0.001870; 100
88; 0.001888; 100
89; 0.001875; 100
90; 0.001954; 100
91; 0.001948; 100
92; 0.002621; 100
93; 0.002266; 100
94; 0.002463; 100
95; 0.002208; 100
96; 0.002916; 100
97; 0.002192; 100
98; 0.002184; 100
99; 0.002169; 100
100; 0.002860; 100
101; 0.002164; 100
102; 0.002216; 100
103; 0.002189; 100
104; 0.002846; 100
105; 0.002619; 100
106; 0.002261; 100
107; 0.002419; 100
108; 0.002442; 100
109; 0.002299; 100
110; 0.002470; 100
111; 0.002372; 100
112; 0.002498; 100
113; 0.002497; 100
114; 0.002431; 100
115; 0.002444; 100
116; 0.002530; 100
117; 0.002558; 100
118; 0.002573; 100
119; 0.002641; 100
120; 0.002913; 100
121; 0.002647; 100
122; 0.002622; 100
123; 0.003007; 100
124; 0.002821; 100
125; 0.002727; 100
126; 0.002764; 100
127; 0.002759; 100
128; 0.002830; 100
129; 0.002867; 100
130; 0.002745; 100
131; 0.002806; 100
132; 0.003432; 100
133; 0.003495; 100
134; 0.002939; 100
135; 0.003485; 100
136; 0.003131; 100
137; 0.003053; 100
138; 0.003046; 100
139; 0.003422; 100
140; 0.003304; 100
141; 0.003367; 100
142; 0.003295; 100
143; 0.004312; 100
144; 0.003207; 100
145; 0.003143; 100
146; 0.003171; 100
147; 0.003348; 100
148; 0.003467; 100
149; 0.003293; 100
150; 0.003803; 100
151; 0.003346; 100
152; 0.003279; 100
153; 0.003371; 100
154; 0.003311; 100
155; 0.003292; 100
156; 0.003398; 100
157; 0.003371; 100
158; 0.003633; 100
159; 0.003678; 100
160; 0.003527; 100
161; 0.003459; 100
162; 0.003840; 100
163; 0.003417; 100
164; 0.003847; 100
165; 0.003762; 100
166; 0.003566; 100
167; 0.003566; 100
168; 0.003727; 100
169; 0.003575; 100
170; 0.003620; 100
171; 0.003815; 100
172; 0.003662; 100
173; 0.003816; 100
174; 0.003686; 100
175; 0.003749; 100
176; 0.003829; 100
177; 0.003937; 100
178; 0.003814; 100
179; 0.003951; 100
180; 0.003819; 100
181; 0.004054; 100
182; 0.003950; 100
183; 0.003897; 100
184; 0.004064; 100
185; 0.004000; 100
186; 0.003943; 100
187; 0.004210; 100
188; 0.003997; 100
189; 0.004162; 100
190; 0.004041; 100
191; 0.004151; 100
192; 0.004387; 100
193; 0.004128; 100
194; 0.004215; 100
195; 0.004161; 100
196; 0.004263; 100
197; 0.004290; 100
198; 0.004314; 100
199; 0.004266; 100
200; 0.004315; 100
201; 0.004305; 100
202; 0.004454; 100
