1; 0.000257; 10
2; 0.000192; 10
3; 0.000335; 10
4; 0.000501; 10
5; 0.000421; 10
6; 0.000737; 10
7; 0.001610; 10
8; 0.001949; 10
9; 0.001631; 10
10; 0.001634; 10
11; 0.002061; 10
12; 0.001892; 10
13; 0.001038; 10
14; 0.001036; 10
15; 0.001085; 10
16; 0.001969; 10
17; 0.002795; 10
18; 0.001563; 10
19; 0.002361; 10
20; 0.001655; 10
21; 0.003821; 10
22; 0.003577; 10
23; 0.001490; 10
24; 0.003282; 10
25; 0.004122; 10
26; 0.001474; 10
27; 0.002234; 10
28; 0.002241; 10
29; 0.004058; 10
30; 0.002956; 10
31; 0.002514; 10
32; 0.001577; 10
33; 0.002148; 10
34; 0.002398; 10
35; 0.002316; 10
36; 0.002438; 10
37; 0.003110; 10
38; 0.002589; 10
39; 0.001952; 10
40; 0.002146; 10
41; 0.002963; 10
42; 0.003276; 10
43; 0.006428; 10
44; 0.006593; 10
45; 0.002272; 10
46; 0.003550; 10
47; 0.002773; 10
48; 0.004616; 10
49; 0.005410; 10
50; 0.008696; 10
51; 0.004864; 10
52; 0.003669; 10
53; 0.008541; 10
54; 0.009974; 10
55; 0.003536; 10
56; 0.003220; 10
57; 0.002674; 10
58; 0.003761; 10
59; 0.003540; 10
60; 0.003055; 10
61; 0.004215; 10
62; 0.002953; 10
63; 0.003285; 10
64; 0.003735; 10
65; 0.003648; 10
66; 0.004296; 10
67; 0.008289; 10
68; 0.007370; 10
69; 0.004216; 10
70; 0.008783; 10
71; 0.008595; 10
72; 0.004190; 10
73; 0.004400; 10
74; 0.003847; 10
75; 0.003601; 10
76; 0.004904; 10
77; 0.003540; 10
78; 0.003754; 10
79; 0.008953; 10
80; 0.012771; 10
81; 0.005238; 10
82; 0.004363; 10
83; 0.004581; 10
84; 0.004930; 10
85; 0.007790; 10
86; 0.003932; 10
87; 0.004130; 10
88; 0.004835; 10
89; 0.004849; 10
90; 0.004592; 10
91; 0.006726; 10
92; 0.006427; 10
93; 0.004883; 10
94; 0.005154; 10
95; 0.004899; 10
96; 0.005776; 10
97; 0.004238; 10
98; 0.004988; 10
99; 0.004532; 10
100; 0.005078; 10
101; 0.006001; 10
102; 0.004646; 10
103; 0.004943; 10
104; 0.005093; 10
105; 0.004908; 10
106; 0.004928; 10
107; 0.006141; 10
108; 0.004766; 10
109; 0.005953; 10
110; 0.005393; 10
111; 0.005571; 10
112; 0.004911; 10
113; 0.005598; 10
114; 0.004946; 10
115; 0.007638; 10
116; 0.005150; 10
117; 0.005850; 10
118; 0.005521; 10
119; 0.005696; 10
120; 0.005605; 10
121; 0.006272; 10
122; 0.006052; 10
123; 0.005673; 10
124; 0.006047; 10
125; 0.006067; 10
126; 0.008320; 10
127; 0.011767; 10
128; 0.006165; 10
